city,practice_name,address,phone,email
Amsterdam,"SAG Gezondheidscentrum Haveneiland, Huisartsen",IJburglaan 727 E 1087 CH Amsterdam,020-4165330,
Amsterdam,"SAG Gezondheidscentrum Helmersstraat, Huisartsen",Anna Spenglerstraat 101 1054 NJ Amsterdam,020-6838583,
Amsterdam,SAG Gezondheidscentrum NDSM-werf,mt. Lincolnweg 26 1033 SN Amsterdam,020-6676652,
Amsterdam,"SAG Gezondheidscentrum NDSM-werf, Huisartsen",Mt. Lincolnweg 26 1033 SN Amsterdam,020-6676652,
Amsterdam,"SAG Gezondheidscentrum Oosthoek, Huisartsen",Kramatplantsoen 101 E 1095 LB Amsterdam,020-6652681,
Amsterdam,"SAG Gezondheidscentrum Osdorp, Huisartsen",Wolbrantskerkweg 72 1069 DA Amsterdam,020-6103205,
Amsterdam,"SAG Gezondheidscentrum Osdorpplein, Huisartsen",Osdorpplein 582 1068 TB Amsterdam,020-6676602,
Amsterdam,"SAG Gezondheidscentrum Pampuslaan, Huisartsen",Pampuslaan 30 1087 LA Amsterdam,020-3987330,
Amsterdam,"SAG Gezondheidscentrum Slotermeer, Huisartsen",Burgemeester de Vlugtlaan 111 1063 BJ Amsterdam,020-6133212,
Amsterdam,"SAG Gezondheidscentrum Sportheldenbuurt, Huisartsen",Eef Kamerbeekstraat 503 1095 MP Amsterdam,020-6676690,
Amsterdam,"SAG Gezondheidscentrum Steigereiland, Huisartsen",Cornelis Zillesenlaan 2 1086 ZK Amsterdam,020-4952256,
Amsterdam,"SAG Gezondheidscentrum Staatsliedenbuurt, Huisartsen",Van Hallstraat 200 1051 HL Amsterdam,020-6840770,
Amsterdam,"SAG Gezondheidscentrum Vlaanderen, Huisartsen",Laan van Vlaanderen 466 1066 MT Amsterdam,020-6175670,
Amsterdam,"SAG Gezondheidscentrum Watergraafsmeer, Huisartsen",Van &#039;t Hofflaan 47 1097 EM Amsterdam,020-4637252,
Amsterdam,"SAG Gezondheidscentrum Zeeburg, Huisartsen",C. van Eesterenlaan 313 1019 KT Amsterdam,020-4183097,
Amsterdam,SAG huisartsenzorg Osdorpplein,Osdorpplein 582 1068 TB Amsterdam,020-6676602,
Amsterdam,"Sanitas Gezondheidscentrum Amsterdam, Huisartsen",Bos en Lommerweg 357 1061 DH Amsterdam,020-7820022,
Amsterdam,Universitaire Huisartsenpraktijk VUmc,De Boelelaan 1117 1081 HV Amsterdam,020-4441400,
Amsterdam,Vijzelgrachthuisartsen,Fokke Simonszstraat 24-26 1017 TG Amsterdam,020-2420955,
Amsterdam,Westerdokters,Westerdok 720 1013 BV Amsterdam,020-2184190,
Amsterdam,Zuidas Huisartsen,Gustav Mahlerlaan 635 B 1082 MK Amsterdam,020-2148369,
Rotterdam,010DOC,Gerdesiaweg 488 3061 RA Rotterdam,010-3118830,
Rotterdam,Cool Huisartsenzorg,Karl Weisbardstraat 361 3015 GM Rotterdam,010-4360141,
Rotterdam,Dante Huisartsen,Dantestraat 464 3076 KV Rotterdam,010-4191518,
Rotterdam,"Doktershuis Oude Noorden, Huisartsenpraktijk M. Oudenaarden",Bergweg 216 3035 BN Rotterdam,010-4661581,
Rotterdam,"Doktershuis Oude Noorden, Huisartsenpraktijk Steffens en Balvert-Locht",Bergweg 216 3035 BN Rotterdam,010-4664388,
Rotterdam,"Doktershuis Oude Noorden, M.W. Hansen, huisarts",Bergweg 216 A 3035 BN Rotterdam,010-4667548,
Rotterdam,Doktershuis Randweg C.D. Fokkens,Randweg 30 3074 BN Rotterdam,010-4191712,
Rotterdam,Doktershuis Vreewijk,Lede 12 3075 HK Rotterdam,010-4191786,
Rotterdam,"ezondheidscentrum Mathenesserlaan, Huisartsenpraktijk KMD",Mathenesserlaan 309 3021 HK Rotterdam,010-2210121,
Rotterdam,G&amp;G Huisartsen Oranjeboom,Oranjeboomstraat 132 3071 BE Rotterdam,010-2060206,
Rotterdam,"Gezondheidscentrum &#039;t Slag, Huisartsen",Sandelingplein 16 E 3075 AG Rotterdam,010-4329933,
Rotterdam,"Gezondheidscentrum Aelbrechtskade, Huisartsenpraktijk",Aelbrechtskade 82 3023 JA Rotterdam,010-3104444,
Rotterdam,"Gezondheidscentrum Afrikaanderwijk, huisartsen - onderdeel van Zovida",Maashaven Oostzijde 155 3072 HS Rotterdam,010-4854111,
Rotterdam,"Gezondheidscentrum Beverwaard, huisartsen - onderdeel van Zovida",Boxbergenstraat 11 3077 JS Rotterdam,010-4799621,
Rotterdam,"Gezondheidscentrum Bloemhof, huisartsen - onderdeel van Zovida",Oleanderplein 43 3073 JX Rotterdam,010-4854555,
Rotterdam,Gezondheidscentrum CareXL,Maashaven N.z. 65 3072 AE Rotterdam,010-4857137,
Rotterdam,"Gezondheidscentrum Charley Toorop, Huisartsen",Charley Tooropsingel 48 3059 WG Rotterdam,010-4555888,
Rotterdam,"Gezondheidscentrum DWL/De Esch, Huisartsen",Rijnwaterstraat 10 3063 HC Rotterdam,010-4526363,
Rotterdam,Gezondheidscentrum Eudokiaplein,Voorburgstraat 210 3037 BS Rotterdam,010-2152979,
Rotterdam,"Gezondheidscentrum Gordelweg, Huisartsenpraktijk Huurman",Gordelweg 115 3037 AN Rotterdam,010-4666187,
Rotterdam,Gezondheidscentrum Groene Hilledijk,Groene Hilledijk 262 B 3074 AE Rotterdam,010-4195657,
Rotterdam,"Gezondheidscentrum Katendrecht, huisartsen - onderdeel van Zovida",Wodanstraat 11 3072 EV Rotterdam,010-4864100,
Rotterdam,"Gezondheidscentrum Mathenesserlaan, Huisartsenpraktijk Niemantsverdriet, Struik &amp; Veraart",Mathenesserlaan 309 3021 HK Rotterdam,010-2210122,
Rotterdam,"Gezondheidscentrum Mathenesserlaan, Huisartsenpraktijk Van Manen en Van der Lugt",Mathenesserlaan 309 3021 HK Rotterdam,010-2210123,
Rotterdam,"Gezondheidscentrum Nesselande, huisartsen - onderdeel van Zovida",Cypruslaan 402 3059 XA Rotterdam,010-2229750,
Rotterdam,Gezondheidscentrum Nieuwe Westen,Tidemanstraat 91 3022 SG Rotterdam,010-2214000,
Rotterdam,"Gezondheidscentrum Ommoord, huisartsen - onderdeel van Zovida",Briandplaats 15 3068 JJ Rotterdam,010-2862474,
Rotterdam,Gezondheidscentrum Oost-West,Abtsweg 2 3042 GD Rotterdam,010-4157272,
Rotterdam,"Gezondheidscentrum Oosterflank, huisartsen - onderdeel van Zovida",Varnasingel 612 3067 EZ Rotterdam,010-8906100,
Rotterdam,Gezondheidscentrum Polderlaan,Polderlaan 86 3074 MH Rotterdam,010-4859545,
Rotterdam,"Gezondheidscentrum Rotterdam Noord, huisartsen - onderdeel van Zovida",Erasmusstraat 164 3035 LJ Rotterdam,010-4660486,
Rotterdam,"Gezondheidscentrum Sportdorp, Huisartsenpraktijk Bouwland en van Leeuwen",Sportsingel 11 3078 XS Rotterdam,010-2927330,
Rotterdam,"Gezondheidscentrum Sportdorp, Huisartspraktijk Verbeek-Poot",Sportsingel 11 3078 XS Rotterdam,010-4797359,
Rotterdam,"Gezondheidscentrum Wilhelminapier, huisartsen - onderdeel van Zovida",Otto Reuchlinweg 972 3072 MD Rotterdam,010-4847400,
Rotterdam,"Gezondheidscentrum Zevenkamp, Huisartsen",Aar 55 3068 HA Rotterdam,010-4551677,
Rotterdam,"Gezondheidscentrum Zuiderkroon, huisartsen - onderdeel van Zovida",Vlissingenplein 1 3086 GZ Rotterdam,010-2931404,
Rotterdam,"Gezondheidscentrum Zuidplein, huisartsen - onderdeel van Zovida",Strevelsweg 700 1 3083 AS Rotterdam,010-2908000,
Rotterdam,Huisartsen Kop van Zuid,Lodewijk Pincoffsweg 82 3071 AS Rotterdam,010-2150222,
Rotterdam,Huisartsen Laan op Zuid,Brede Hilledijk 1 3072 KA Rotterdam,010-3072002,
Rotterdam,Huisartsen Pleinwegpraktijk,Pleinweg 116 D 3083 EM Rotterdam,010-4811404,
Rotterdam,"Huisartsencentrum Kralingen, N.P. de Smalen, huisarts",Oudedijk 60 S 3062 AE Rotterdam,010-4123946,
Rotterdam,"Huisartsencentrum Kralingen, Praktijk S.B. Raja",Oudedijk 60 R 3062 AE Rotterdam,010-4123815,
Rotterdam,"Huisartsencentrum Kralingen, Praktijk Ter Stege",Oudedijk 60 P 3062 AE Rotterdam,010-4124657,
Rotterdam,Huisartsengroep Mathenesse,Mathenesserweg 179 A 3027 HS Rotterdam,010-4370315,
Rotterdam,Huisartsenpraktijk Ari,Kastanjeplein 4 B 3053 CD Rotterdam,010-4184056,
Rotterdam,Huisartsenpraktijk Baggerman en Harderwijk,Stadhoudersplein 37 3039 ER Rotterdam,010-4660888,
Rotterdam,Huisartsenpraktijk Bender,Burgemeester Baumannlaan 190 3042 AJ Rotterdam,010-4157719,
Rotterdam,Huisartsenpraktijk Bergse Bos,Van Beethovenlaan 60 3055 JD Rotterdam,010-3031800,
Rotterdam,Huisartsenpraktijk Biersteker Gijsbers,Vissersdijk 221 3011 GW Rotterdam,010-4124480,
Rotterdam,Huisartsenpraktijk Blijdorp,Statenweg 108 F 3039 JK Rotterdam,010-4664920,
Rotterdam,Huisartsenpraktijk Blaak,Blaak 24 3011 TA Rotterdam,010-4111207,
Rotterdam,Huisartsenpraktijk Boggia,Schiedamseweg 160 3025 AK Rotterdam,010-4370307,
Rotterdam,Huisartsenpraktijk Boute,Boergoensestraat 74 3082 KC Rotterdam,010-3072901,
Rotterdam,Huisartsenpraktijk Breeplein,Breeplein 5 B 3075 KC Rotterdam,010-4191592,
Rotterdam,Huisartsenpraktijk Brouwer en Van der Kallen,Lepelaarsingel 49 3083 KB Rotterdam,010-4815198,
Rotterdam,Huisartsenpraktijk Bruijns,Roerdomplaan 8 3084 NM Rotterdam,010-4812974,
Rotterdam,Huisartsenpraktijk Buckley,Schieweg 47 D 3038 AE Rotterdam,010-4663357,
Rotterdam,Huisartsenpraktijk Buitenhof,Niels Bohrplaats 9 3068 JK Rotterdam,010-4214077,
Rotterdam,Huisartsenpraktijk Cimen,Gordelweg 115 3037 AN Rotterdam,010-4660196,
Rotterdam,Huisartsenpraktijk de Groot,Minervaplein 2 3054 SK Rotterdam,010-4188500,
Rotterdam,Huisartsenpraktijk De Hofbogen,Voorburgstraat 14 3037 PM Rotterdam,010-4659050,
Rotterdam,Huisartsenpraktijk De Lis,Gordelweg 115 3037 AN Rotterdam,010-4661200,
Rotterdam,Huisartsenpraktijk De Singel,Couwaelstraat 35 3034 PB Rotterdam,010-4125312,
Rotterdam,Huisartsenpraktijk De Stadsdriehoek,Kipstraat 9-11 3011 RS Rotterdam,010-4129053,
Rotterdam,Huisartsenpraktijk Dekker en Vos,Schere 31 3085 DT Rotterdam,010-4807250,
Rotterdam,Huisartsenpraktijk Dichtbij,Sinclair Lewisplaats 512 3068 ED Rotterdam,010-4209336,
Rotterdam,Huisartsenpraktijk E.M. Ketzer en M.C. Tempelman-Biewenga,Kipstraat 13 3011 RS Rotterdam,010-4125329,
Rotterdam,Huisartsenpraktijk Esghir,Westkousdijk 151-153 3029 BX Rotterdam,010-4765101,
Rotterdam,Huisartsenpraktijk F. Poelstra,Oudedijk 299 A 3061 AL Rotterdam,010-4520330,
Rotterdam,Huisartsenpraktijk Fraaij en Terpstra,Mathenesserweg 179 A 3027 HS Rotterdam,010-4370028,
Rotterdam,Huisartsenpraktijk Fydok Prinsenland,Nancy Zeelenbergsingel 811 3065 JJ Rotterdam,010-2023966,
Rotterdam,Huisartsenpraktijk Groenenhagen,Backershagen 176 C 3078 SB Rotterdam,010-4821668,
Rotterdam,Huisartsenpraktijk Ham-Korving,Sinclair Lewisplaats 512 3068 ED Rotterdam,010-4552121,
Rotterdam,Huisartsenpraktijk Hildegard,Minervaplein 2 B 3054 SK Rotterdam,010-4225849,
Rotterdam,Huisartsenpraktijk Hillegersberg,Bergse Linker Rottekade 294 B 3056 LJ Rotterdam,010-3031290,
Rotterdam,Huisartsenpraktijk Hillesluis,Hilledijk 190 B 3074 GA Rotterdam,010-7634911,
Rotterdam,Huisartsenpraktijk Hoeven,Graaf Florisstraat 85 3021 CD Rotterdam,010-4774895,
Rotterdam,Huisartsenpraktijk Hohmann en de Vet,Weteringstraat 227 3061 PN Rotterdam,010-4527792,
Rotterdam,Huisartsenpraktijk Hol en Pameijer,Mathenesserdijk 491 3026 GK Rotterdam,010-4762800,
Rotterdam,Huisartsenpraktijk Houterman &amp; Gabriëls,Burgemeester Baumannlaan 190 3042 AJ Rotterdam,010-4624566,
Rotterdam,Huisartsenpraktijk Hussain,Schere 31 3085 DT Rotterdam,010-4809070,
Rotterdam,Huisartsenpraktijk IJsselmonde,Grote Hagen 98 3078 RC Rotterdam,010-3106282,
Rotterdam,Huisartsenpraktijk J.A. de Schepper,Statenweg 205 3039 HP Rotterdam,010-4664290,
Rotterdam,Huisartsenpraktijk J.A. Kanhai,Mathenesserlaan 286 3021 HV Rotterdam,010-4781898,
Rotterdam,Huisartsenpraktijk J.P. Smit-Smouter en S.J.M. van der Wereld,Langegeer 107 3075 JE Rotterdam,010-4190287,
Rotterdam,Huisartsenpraktijk Jainandunsing,Boeierstraat 3 3028 XA Rotterdam,010-4151093,
Rotterdam,Huisartsenpraktijk Jansen,Rosestraat 123 3071 JP Rotterdam,010-4855955,
Rotterdam,Huisartsenpraktijk Karstel,Graaf Florisstraat 85 3021 CD Rotterdam,010-4774895,
Rotterdam,Huisartsenpraktijk Keizerswaard,Oldenhagen 58 3078 BX Rotterdam,010-4824206,
Rotterdam,Huisartsenpraktijk KMD,Mathenesserlaan 309 3021 HK Rotterdam,010-2210121,
Rotterdam,"Huisartsenpraktijk Koopman, Hodes en van Schaik",Gordelweg 115 3037 AN Rotterdam,010-4661200,
Rotterdam,Huisartsenpraktijk Lander,Nancy Zeelenbergsingel 811 3065 JJ Rotterdam,010-4473134,
Rotterdam,Huisartsenpraktijk M. Stoque,Hoofdweg 328 3067 GK Rotterdam,010-4554545,
Rotterdam,Huisartsenpraktijk M.K. Briedjlal,Zenostraat 125 3076 AT Rotterdam,010-4192439,
Rotterdam,Huisartsenpraktijk Medicx,Cornelis Bloemaertsingel 6 3067 NG Rotterdam,010-4211567,
Rotterdam,Huisartsenpraktijk Mw. N.M. Ferguson,Boergoensestraat 70 3082 KC Rotterdam,010-4291294,
Rotterdam,Huisartsenpraktijk N.A. Neshat Rotterdam-Alexander,Van Bassenstraat 2 3067 XD Rotterdam,010-4200439,
Rotterdam,Huisartsenpraktijk Nusteling,Boergoensestraat 72 3082 KC Rotterdam,010-4290919,
Rotterdam,Huisartsenpraktijk Odedokter,Kerstendijk 155 A 3079 EW Rotterdam,010-4835578,
Rotterdam,Huisartsenpraktijk Oudeman,&#039;s-Gravendijkwal 24 3014 EB Rotterdam,010-4362243,
Rotterdam,Huisartsenpraktijk Overbeeke,Stadhoudersplein 37 3039 ER Rotterdam,010-4677488,
Rotterdam,Huisartsenpraktijk Overschie,Rotterdamse Rijweg 130 3042 AS Rotterdam,010-4157512,
Rotterdam,Huisartsenpraktijk Pennings,Prins Frederik Hendrikstraat 1 A 3051 EM Rotterdam,010-4225146,
Rotterdam,Huisartsenpraktijk Professional Medical Care (PMC),Molièreweg 45 3076 GB Rotterdam,,
Rotterdam,Huisartsenpraktijk Ritter en Kuipers,Bergweg 310 3032 BB Rotterdam,010-4651062,
Rotterdam,Huisartsenpraktijk Roffa,Zuidhoek 142 3082 PP Rotterdam,010-8507612,
Rotterdam,Huisartsenpraktijk Rotterdam Oost,Henk Speksnijderstraat 10 3067 AC Rotterdam,010-4206497,
Rotterdam,Huisartsenpraktijk Schalkwijk Rotterdam,Ganzerikplein 50 3053 EA Rotterdam,010-4185999,
Rotterdam,Huisartsenpraktijk Schelmeroord,Schelmeroord 54 3079 LX Rotterdam,010-4822912,
Rotterdam,Huisartsenpraktijk Schenk,Oudedijk 60 S 3062 AE Rotterdam,010-4527878,
Rotterdam,Huisartsenpraktijk Sina,Nederhorst 75 3085 VT Rotterdam,010-4810830,
Rotterdam,"Huisartsenpraktijk Sint-Mariastraat, Praktijk Dam-Weststrate",Sint-Mariastraat 75 3014 SH Rotterdam,010-4361975,
Rotterdam,"Huisartsenpraktijk Sint-Mariastraat, Praktijk De Jong",Sint-Mariastraat 75 3014 SH Rotterdam,010-4367770,
Rotterdam,"Huisartsenpraktijk Sint-Mariastraat, Praktijk Hipke",Sint-Mariastraat 75 3014 SH Rotterdam,010-4363265,
Rotterdam,"Huisartsenpraktijk Sint-Mariastraat, Praktijk Korenhof-Carolina",Sint-Mariastraat 75 3014 SH Rotterdam,010-4369241,
Rotterdam,"Huisartsenpraktijk Sint-Mariastraat, Praktijk Visser",Sint-Mariastraat 75 3014 SH Rotterdam,010-4365530,
Rotterdam,Huisartsenpraktijk Speeks,Lepelaarsingel 49 3083 KB Rotterdam,010-4103777,
Rotterdam,Huisartsenpraktijk Straatweg,Straatweg 57 A 3051 BD Rotterdam,010-4225456,
Rotterdam,Huisartsenpraktijk Tarwezigt – onderdeel van Zovida,Strevelsweg 700 3083 AS Rotterdam,010-2004101,
Rotterdam,Huisartsenpraktijk Terlaak &amp; Timmers,Lepelaarsingel 49 3083 KB Rotterdam,010-4103900,
Rotterdam,Huisartsenpraktijk Tussendijken,Mathenesserdijk 491 3026 GK Rotterdam,010-4763822,
Rotterdam,Huisartsenpraktijk van der Vlist en de Wilde,Burgemeester Baumannlaan 190 3042 AJ Rotterdam,010-4373012,
Rotterdam,Huisartsenpraktijk van Leenen,Minervaplein 2 B 3054 SK Rotterdam,010-4188500,
Rotterdam,Huisartsenpraktijk Van Schaik en Byrman,Admiraal de Ruyterweg 10 A 3031 AB Rotterdam,010-4136000,
Rotterdam,Huisartsenpraktijk van Winkel,Oudedijk 60 T 3062 AE Rotterdam,010-4121320,
Rotterdam,Huisartsenpraktijk Verlaan,Minervaplein 2 3054 SK Rotterdam,010-4181334,
Rotterdam,Huisartsenpraktijk Vermaat Baarda,Slaghekstraat 251 A 3074 LJ Rotterdam,,
Rotterdam,Huisartsenpraktijk Vogels,Heemraadssingel 246 A 3021 DP Rotterdam,010-4761687,
Rotterdam,Huisartsenpraktijk Wijnhaven,Wijnhaven 24 3011 WR Rotterdam,010,
Rotterdam,Huisartsenpraktijk Zijpe,Zijpe 4 3086 HZ Rotterdam,010-4805171,
Rotterdam,Huisartsenpraktijk Zoomers,Minervaplein 2 B 3054 SK Rotterdam,010-4182694,
Rotterdam,Huisartsenpraktijk Zorgpunt Lombardijen,Schopenhauerweg 72 3076 DT Rotterdam,010-4190989,
Rotterdam,Huisartsenteam van der Poel,"1e Middellandstraat 105 C, 2e verdieping 3021 BD Rotterdam",010-4772186,
Rotterdam,HuisartsKloppenborg,Noordeinde 97 D 3061 EM Rotterdam,010-4526801,
Rotterdam,Huisartspraktijk Baar-Poort en Van der Does,Noordeinde 97 B 3061 EM Rotterdam,010-4122430,
Rotterdam,Huisartspraktijk CEntric Health / van Zwieteren,Schelmeroord 14 3079 LW Rotterdam,010-4821710,
Rotterdam,Huisartspraktijk Dr. Surie,Rusthoflaan 64 3034 XM Rotterdam,010-4136707,
Rotterdam,Huisartspraktijk E.M. Herman,Minervaplein 2 B 3054 SK Rotterdam,010-4185560,
Rotterdam,Huisartspraktijk Elings,Struitenweg 11 3082 WP Rotterdam,010-4290283,
Rotterdam,Huisartspraktijk Kotey,Heemraadssingel 183 B 3023 CB Rotterdam,010-4765889,
Rotterdam,Huisartspraktijk Mozaïek,Slaghekstraat 251 3074 LJ Rotterdam,010-4859856,
Rotterdam,Huisartspraktijk Nüssler,Boeierstraat 3 3028 XA Rotterdam,010-4153851,
Rotterdam,Huisartspraktijk R.W.M. Hooijen,Heemraadssingel 246 A 3021 DP Rotterdam,010-4761687,
Rotterdam,Huisartspraktijk Roerdomplaan,Roerdomplaan 8 3084 NM Rotterdam,010-4814013,
Rotterdam,Huisartspraktijk Scheepvaartkwartier,Willemsplein 571 3016 DR Rotterdam,010-2411100,
Rotterdam,Huisartspraktijk Stam,Schiedamseweg 160 3025 AK Rotterdam,010-4155847,
Rotterdam,Huisartspraktijk Van der Stelt,Crooswijksesingel 13 B 3034 CG Rotterdam,010-4120620,
Rotterdam,Huisartspraktijk van Eck,Kleiweg 193 3051 XH Rotterdam,010-4181906,
Rotterdam,Huisartspraktijk van Soerland,Hoofdweg 174 3067 GJ Rotterdam,010-4200938,
Rotterdam,Huisartspraktijk Verweijen,Bergweg 253 3037 EL Rotterdam,010-4667651,
Rotterdam,Huisartspraktijk Vuijk,Minervaplein 2 B 3054 SK Rotterdam,010-4225353,
Rotterdam,"Huisartspraktijk Özveren, locatie Crooswijk/Noord",Jonker Fransstraat 30 3031 AV Rotterdam,010-7606040,
Rotterdam,"Huisartspraktijk Özveren, locatie Rotterdam West",P.C. Hooftplein 45 3027 AW Rotterdam,010-4370024,
Rotterdam,"Jans Huisartsen, locatie Rotterdam Centrum",Vasteland 22 3011 BL Rotterdam,010-3188100,
Rotterdam,"Jans Huisartsen, locatie Rotterdam Kralingen",Struisenburgstraat 46 3063 BR Rotterdam,010-3116010,
Rotterdam,"Jans Huisartsen, locatie Rotterdam Zuidplein",Dynamostraat 18 3e verdi 3083 AK Rotterdam,010-3188100,
Rotterdam,Medisch Centrum Delfshaven,Mathenesserlaan 500 3023 HL Rotterdam,010-4771976,
Rotterdam,Medisch Centrum Mullerpier,Sint-Jobskade 6 3024 EN Rotterdam,010-4761982,
Rotterdam,Medisch Centrum Sandelingplein,Sandelingplein 16 E 3075 AG Rotterdam,010-7603770,
Rotterdam,"Medisch Centrum Schiebroek, Huisartsenpraktijk den Boer en Bautz",Kastanjeplein 4 B 3053 CD Rotterdam,010-4189222,
Rotterdam,"Medisch Centrum Schiebroek, Huisartsenpraktijk van Iperen",Kastanjeplein 4 B 3053 CD Rotterdam,010-4184056,
Rotterdam,"Medisch Centum Schiebroek, Huisartsenpraktijk Busser",Kastanjeplein 4 B 3053 CD Rotterdam,010-4180880,
Rotterdam,Maasdokters,Karl Weisbardstraat 181 3015 GM Rotterdam,010-8080560,
Rotterdam,"Sanitas Gezondheidscentrum Rotterdam, Huisartsen Dorpsweg",Dorpsweg 35 3082 LB Rotterdam,010-2940595,
Rotterdam,"Sanitas Gezondheidscentrum Rotterdam, Huisartsen Mathenesserlaan",Mathenesserlaan 540 3023 HL Rotterdam,010-8202211,
Rotterdam,Sanitas Huisartsen,Aelbrechtskade 82 3023 JA Rotterdam,010-3104444,
Rotterdam,Therapeuticum Helianth,Blondeelstraat 15 3067 VA Rotterdam,010-4201701,
Rotterdam,Wijkpraktijk Huisartsen Crooswijk,Paradijslaan 48 3034 SN Rotterdam,010-4045511,
Groningen,Academische Huisartsenpraktijk Groningen,Oostersingel 47 9713 EX Groningen,050-3615020,
Groningen,De Hunzepraktijk,Van Eesterenlaan 13 9731 MZ Groningen,050-5417115,
Groningen,De Stadshuisarts,Gedempte Zuiderdiep 40 9711 HJ Groningen,050-3139630,
Groningen,Gezondheidscentrum Arts en Zorg Hoendiep,Hoendiep 1 9718 TA Groningen,050-3192833,
Groningen,Huisartsen Beyum,Emingaheerd 10 9736 GA Groningen,050-5415200,
Groningen,Huisartsen Boterdiep,Bloemsingel 269 9714 DX Groningen,050-5773311,
Groningen,Huisartsen De Held,De Held 117 9745 DH Groningen,050-5772060,
Groningen,"Huisartsen De Vuursteen, huisartsen Berghuis Croon en Zhou",Goudlaan 289 9743 CH Groningen,050-5717500,
Groningen,"Huisartsen De Vuursteen, huisartsen Honderd Engelsman en Zandvliet",Goudlaan 289 9743 CH Groningen,050-5779977,
Groningen,"Huisartsen Helperplein, Praktijk Bruggers en Heineman",Helperplein 19 9721 CX Groningen,050-5252562,
Groningen,"Huisartsen Helperplein, Praktijk Gietema en Teunissen",Helperplein 19 C 9721 CX Groningen,050-5252708,
Groningen,"Huisartsen Helperplein, Praktijk Ter Borg",Helperplein 19 9721 CX Groningen,050-5264879,
Groningen,"Huisartsen Helperplein, Praktijk Versteegen",Helperplein 19 D 9721 CX Groningen,050-5272790,
Groningen,Huisartsen Ossenmarkt,Ossenmarkt 1 9712 NZ Groningen,050-5892369,
Groningen,Huisartsen Reitdiephaven,Wadwerd 1 B 9746 DC Groningen,,
Groningen,Huisartsen Zonnelaan,Zonnelaan 26 9742 BL Groningen,050-5775722,
Groningen,Huisartsenpraktijk A.J. van Verseveld,H.A. Kooijkerplein 4-3 9713 GV Groningen,050-3133611,
Groningen,Huisartsenpraktijk Boddeus en Steenbergen,De Ploeglaan 31 9744 AW Groningen,050-5565957,
Groningen,Huisartsenpraktijk Boteringestraat R. Boersma,Nieuwe Boteringestraat 1 1A 9712 PD Groningen,050-3125432,
Groningen,Huisartsenpraktijk C. D. Bijholt en R. van Wissen,H.A. Kooijkerplein 4- 4 9713 GV Groningen,050-3119483,
Groningen,Huisartsenpraktijk D. Soeters,Nieuwe Boteringestraat 1 1A 9712 PD Groningen,050-3123412,
Groningen,Huisartsenpraktijk De Capella,Capellastraat 3 9742 LJ Groningen,050-5774000,
Groningen,Huisartsenpraktijk de Vecht,Vechtstraat 80 9725 CW Groningen,050-5259499,
Groningen,Huisartsenpraktijk Filius,Griffeweg 1-3 9724 GE Groningen,050-3128739,
Groningen,Huisartsenpraktijk Groningen,Coehoornsingel 115 9711 BR Groningen,050-3127315,
Groningen,Huisartsenpraktijk H. van de Riet,Floresplein 30 9715 HL Groningen,050-5730686,
Groningen,Huisartsenpraktijk Hage,Johan Dijkstralaan 3 9744 DA Groningen,050-3176510,
Groningen,Huisartsenpraktijk Hoeks en Levens,Rivierenhof 22 9725 HA Groningen,050-3123031,
Groningen,Huisartsenpraktijk Hoornsemeer,Schaaksport 132 9728 PG Groningen,050-5276700,
Groningen,Huisartsenpraktijk Kooijkerplein,H.A. Kooijkerplein 4 9713 GV Groningen,050-3133611,
Groningen,Huisartsenpraktijk Lelij en Termaat,Gerbrand Bakkerstraat 125 B 9713 HH Groningen,050-3129216,
Groningen,Huisartsenpraktijk Lewenborg,Kajuit 438 9733 CZ Groningen,050-5412000,
Groningen,Huisartsenpraktijk Maarsingh,Sportlaan 2-2 9728 PH Groningen,050-5250310,
Groningen,Huisartsenpraktijk N. Wichers,Ripperdalaan 7 9713 SG Groningen,050-3120618,
Groningen,Huisartsenpraktijk Noorderhaven,Noorderhaven 32 9712 VK Groningen,050-3124052,
Groningen,Huisartsenpraktijk Oosterpark,Gerbrand Bakkerstraat 125 9713 HH Groningen,050-3129216,
Groningen,Huisartsenpraktijk Oosterpoort,Meeuwerderweg 4 9724 ET Groningen,050-3128216,
Groningen,Huisartsenpraktijk Paterswoldseweg,Paterswoldseweg 274 9727 BT Groningen,050-5264335,
Groningen,Huisartsenpraktijk Radesingel,Radesingel 6 9711 EJ Groningen,050-3127228,
Groningen,Huisartsenpraktijk Rivierenbuurt,Rivierenhof 22 9725 HA Groningen,050-3123031,
Groningen,Huisartsenpraktijk Smith,Johan Dijkstralaan 3 9744 DA Groningen,050-3657575,
Groningen,Huisartsenpraktijk ten Kate,Beukenlaan 162 9741 HM Groningen,,
Groningen,Huisartsenpraktijk Van der Vegt en Strikwerda,Gerbrand Bakkerstraat 125 A 9713 HH Groningen,050-3129318,
Groningen,Huisartsenteam Lanting en Jans,Beukenlaan 164 9741 HM Groningen,050-5730483,
Groningen,Huisartspraktijk Andeweg,Eikenlaan 257 9741 EZ Groningen,050-5733101,
Groningen,Huisartspraktijk Van Willigen,Radesingel 20 9711 EK Groningen,050-3127228,
Groningen,Medisch Centrum Helperpark,Helperpark 258 N 9723 ZA Groningen,050-2003333,
Groningen,Studentarts,Zernikeplein 17 9747A 17 9747 AS Groningen,050-2110911,
Groningen,"Studentarts, locatie Hanzeplein/UMCG",Hanzeplein 121 9713 GW Groningen,050-2110911,
